pair,trader,trade_type,link,screen_num,title,trade_action,sl,tp,status,ai_pair,entry_price,sl_price,tp_price,filename
natural_gas,Dakota,opened,https://youtu.be/0dEXc9JAfIo?t=1520,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),sell,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/0dEXc9JAfIo?t=1540,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),buy,True,False,profit,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/0dEXc9JAfIo?t=1945,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),buy,False,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/0dEXc9JAfIo?t=2325,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/0dEXc9JAfIo?t=2330,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),buy,False,False,profit,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/0dEXc9JAfIo?t=2335,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),buy,False,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/0dEXc9JAfIo?t=3775,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/0dEXc9JAfIo?t=3800,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),buy,False,False,profit,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/0dEXc9JAfIo?t=3805,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),buy,False,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/0dEXc9JAfIo?t=3970,1,LIVE__Slow_Markets_with_Coach_Dakota_(3_9_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/hW_VMs_lS28?t=60,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,True,profit,,,,,
natural_gas,Dee,opened,https://youtu.be/hW_VMs_lS28?t=425,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,True,profit,,,,,
US500,Dee,opened,https://youtu.be/hW_VMs_lS28?t=570,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,True,profit,,,,,
natural_gas,Dee,closed,https://youtu.be/hW_VMs_lS28?t=1060,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
XAUUSD,Dee,opened,https://youtu.be/hW_VMs_lS28?t=1140,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,True,profit,,,,,
XAUUSD,Dee,closed,https://youtu.be/hW_VMs_lS28?t=1270,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
US100,Dee,closed,https://youtu.be/hW_VMs_lS28?t=1725,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/hW_VMs_lS28?t=1730,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,True,profit,,,,,
US100,Dee,closed,https://youtu.be/hW_VMs_lS28?t=1780,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/hW_VMs_lS28?t=2030,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),buy,False,False,profit,,,,,
US100,Dee,recalculate_sl,https://youtu.be/hW_VMs_lS28?t=2060,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,False,profit,,,,,
US100,Dee,closed,https://youtu.be/hW_VMs_lS28?t=2075,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
US500,Dee,closed,https://youtu.be/hW_VMs_lS28?t=2200,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/hW_VMs_lS28?t=2310,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),sell,True,True,profit,,,,,
US100,Dee,closed,https://youtu.be/hW_VMs_lS28?t=2965,1,LIVE__Euro_Trade_with_Deeyana_(4_10_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/z_FjBBBqVHg?t=2575,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/z_FjBBBqVHg?t=2585,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,False,loss,,,,,
natural_gas,Dakota,closed,https://youtu.be/z_FjBBBqVHg?t=2700,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/z_FjBBBqVHg?t=2790,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/z_FjBBBqVHg?t=2795,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,False,loss,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/z_FjBBBqVHg?t=2810,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/z_FjBBBqVHg?t=3330,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/z_FjBBBqVHg?t=3425,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/z_FjBBBqVHg?t=3430,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,False,loss,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/z_FjBBBqVHg?t=3450,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/z_FjBBBqVHg?t=3505,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/z_FjBBBqVHg?t=3915,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,False,profit,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/z_FjBBBqVHg?t=3925,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/z_FjBBBqVHg?t=4010,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/z_FjBBBqVHg?t=4200,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/z_FjBBBqVHg?t=4205,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,False,loss,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/z_FjBBBqVHg?t=4250,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/z_FjBBBqVHg?t=4365,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/z_FjBBBqVHg?t=4405,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/z_FjBBBqVHg?t=6965,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_9_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/--P0ZoheyS0?t=1790,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),sell,False,False,profit,,,,,
XAUUSD,Dakota,recalculate_sl,https://youtu.be/--P0ZoheyS0?t=1795,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),sell,True,False,loss,,,,,
XAUUSD,Dakota,closed,https://youtu.be/--P0ZoheyS0?t=1975,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),unknown,False,False,loss,,,,,
XTIUSD,Dakota,opened,https://youtu.be/--P0ZoheyS0?t=2030,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),sell,True,False,profit,,,,,
XTIUSD,Dakota,closed,https://youtu.be/--P0ZoheyS0?t=2045,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),unknown,False,False,loss,,,,,
XTIUSD,Dakota,opened,https://youtu.be/--P0ZoheyS0?t=2095,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),buy,True,True,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/--P0ZoheyS0?t=2175,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),sell,True,False,profit,,,,,
XAUUSD,Dakota,update_tp,https://youtu.be/--P0ZoheyS0?t=3105,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),sell,False,True,profit,,,,,
US500,Dakota,opened,https://youtu.be/--P0ZoheyS0?t=3395,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),buy,True,False,profit,,,,,
XTIUSD,Dakota,closed,https://youtu.be/--P0ZoheyS0?t=3810,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),unknown,False,False,loss,,,,,
XTIUSD,Dakota,opened,https://youtu.be/--P0ZoheyS0?t=4040,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),sell,True,True,profit,,,,,
US500,Dakota,closed,https://youtu.be/--P0ZoheyS0?t=4190,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),unknown,False,False,loss,,,,,
XTIUSD,Dakota,closed,https://youtu.be/--P0ZoheyS0?t=4230,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/ZhPOfZZoHsM?t=965,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,True,False,loss,,,,,
US100,Dakota,closed,https://youtu.be/ZhPOfZZoHsM?t=1215,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/ZhPOfZZoHsM?t=1235,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,True,False,profit,,,,,
US100,Dakota,closed,https://youtu.be/ZhPOfZZoHsM?t=1275,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/ZhPOfZZoHsM?t=1360,2,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,True,False,profit,,,,,
US100,Dakota,closed,https://youtu.be/ZhPOfZZoHsM?t=1895,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/ZhPOfZZoHsM?t=1920,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,True,False,profit,,,,,
US100,Dakota,closed,https://youtu.be/ZhPOfZZoHsM?t=1940,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/ZhPOfZZoHsM?t=2035,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,True,False,profit,,,,,
US100,Dakota,closed,https://youtu.be/ZhPOfZZoHsM?t=2120,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/ZhPOfZZoHsM?t=2385,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,True,False,profit,,,,,
US100,Dakota,update_tp,https://youtu.be/ZhPOfZZoHsM?t=3020,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),sell,False,True,profit,,,,,
US100,Dakota,closed,https://youtu.be/ZhPOfZZoHsM?t=3905,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/dNnqYyFE5Rw&t=2s?t=2310,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),buy,True,True,profit,,,,,
US100,Dakota,closed,https://youtu.be/dNnqYyFE5Rw&t=2s?t=2335,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/dNnqYyFE5Rw&t=2s?t=2535,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),buy,True,False,loss,,,,,
US100,Dakota,update_tp,https://youtu.be/dNnqYyFE5Rw&t=2s?t=2555,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),buy,True,True,profit,,,,,
XAUUSD,Dakota,opened,https://youtu.be/dNnqYyFE5Rw&t=2s?t=2775,2,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),buy,True,False,loss,,,,,
XAUUSD,Dakota,closed,https://youtu.be/dNnqYyFE5Rw&t=2s?t=2790,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),unknown,False,False,loss,,,,,
US100,Dakota,closed,https://youtu.be/dNnqYyFE5Rw&t=2s?t=6670,2,LIVE__Slow_Markets_with_Coach_Dakota_(8_10_25),unknown,False,False,loss,,,,,
natural_gas,Dee,opened,https://youtu.be/lXiYt4rqf1M?t=195,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),buy,True,False,loss,,,,,
US100,Dee,opened,https://youtu.be/lXiYt4rqf1M?t=275,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),buy,True,False,profit,,,,,
US500,Dee,opened,https://youtu.be/lXiYt4rqf1M?t=640,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),buy,True,False,profit,,,,,
US500,Dee,closed,https://youtu.be/lXiYt4rqf1M?t=655,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),unknown,False,False,loss,,,,,
US100,Dee,closed,https://youtu.be/lXiYt4rqf1M?t=1495,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/lXiYt4rqf1M?t=1685,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),buy,True,False,profit,,,,,
US100,Dee,closed,https://youtu.be/lXiYt4rqf1M?t=1790,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/lXiYt4rqf1M?t=1845,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),buy,True,False,profit,,,,,
US100,Dee,closed,https://youtu.be/lXiYt4rqf1M?t=2040,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/lXiYt4rqf1M?t=2250,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),buy,True,False,loss,,,,,
natural_gas,Dee,closed,https://youtu.be/lXiYt4rqf1M?t=3290,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),unknown,False,False,loss,,,,,
US100,Dee,closed,https://youtu.be/lXiYt4rqf1M?t=3345,1,LIVE__Euro_Trade_with_Deeyana_&_Jerome_D_(5_8_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=275,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,False,False,loss,,,,,
XAUUSD,Dakota,recalculate_sl,https://youtu.be/M7uuk7ttOWo?t=280,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,False,loss,,,,,
XAUUSD,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=670,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
US500,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=730,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=955,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,False,profit,,,,,
XAUUSD,Dakota,update_tp,https://youtu.be/M7uuk7ttOWo?t=990,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,True,profit,,,,,
XAUUSD,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=1800,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=1810,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,False,profit,,,,,
XAUUSD,Dakota,update_tp,https://youtu.be/M7uuk7ttOWo?t=1860,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,True,profit,,,,,
US100,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=2195,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,True,profit,,,,,
US100,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=2210,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=2220,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,False,True,profit,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/M7uuk7ttOWo?t=2230,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=2490,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=2895,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
US500,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=3005,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
US500,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=3460,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,False,False,loss,,,,,
US500,Dakota,closed,https://youtu.be/M7uuk7ttOWo?t=3525,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/M7uuk7ttOWo?t=4975,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,False,False,loss,,,,,
XAUUSD,Dakota,recalculate_sl,https://youtu.be/M7uuk7ttOWo?t=4980,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,False,profit,,,,,
XAUUSD,Dakota,update_tp,https://youtu.be/M7uuk7ttOWo?t=5010,1,LIVE__Slow_Markets_with_Coach_Dakota_(5_7_25),buy,True,True,loss,,,,,
XAUUSD,Dee,opened,https://youtu.be/cylkK8yWjE4?t=1870,1,LIVE__Euro_Trade_with_Deeyana_(6_9_25),buy,True,False,profit,,,,,
XAUUSD,Dee,closed,https://youtu.be/cylkK8yWjE4?t=2635,1,LIVE__Euro_Trade_with_Deeyana_(6_9_25),unknown,False,False,loss,,,,,
US100,Dee,opened,https://youtu.be/4uG4uUJhTc8?t=1275,1,LIVE__Euro_Trade_with_Deeyana_(4_9_25),sell,False,False,loss,,,,,
US100,Dee,recalculate_sl,https://youtu.be/4uG4uUJhTc8?t=1730,1,LIVE__Euro_Trade_with_Deeyana_(4_9_25),buy,True,False,profit,,,,,
US100,Dee,update_tp,https://youtu.be/4uG4uUJhTc8?t=1735,1,LIVE__Euro_Trade_with_Deeyana_(4_9_25),buy,True,True,profit,,,,,
US100,Dee,closed,https://youtu.be/4uG4uUJhTc8?t=2455,1,LIVE__Euro_Trade_with_Deeyana_(4_9_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/EZP0i_8g38E?t=5,1,LIVE__Slow_Markets_with_Coach_Dakota_(6_8_25),sell,True,True,profit,,,,,
US100,Dee,opened,https://youtu.be/Xq55rzrQUgI?t=3515,1,LIVE__Euro_Trade_with_Deeyana_(7_9_25),buy,True,False,profit,,,,,
US100,Dee,update_tp,https://youtu.be/Xq55rzrQUgI?t=3520,1,LIVE__Euro_Trade_with_Deeyana_(7_9_25),sell,True,True,profit,,,,,
XAUUSD,Dee,opened,https://youtu.be/Xq55rzrQUgI?t=3615,1,LIVE__Euro_Trade_with_Deeyana_(7_9_25),buy,True,False,profit,,,,,
natural_gas,Dee,opened,https://youtu.be/Xq55rzrQUgI?t=3630,1,LIVE__Euro_Trade_with_Deeyana_(7_9_25),buy,True,False,profit,,,,,
natural_gas,Dee,update_tp,https://youtu.be/Xq55rzrQUgI?t=3665,1,LIVE__Euro_Trade_with_Deeyana_(7_9_25),sell,True,True,profit,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=1975,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/2eRNCMMuPPw?t=1985,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,False,loss,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/2eRNCMMuPPw?t=2015,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=2245,2,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=2295,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/2eRNCMMuPPw?t=2300,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,True,profit,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/2eRNCMMuPPw?t=2300,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=2480,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=2510,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=2910,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=2925,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,False,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=2940,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=4380,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,True,profit,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/2eRNCMMuPPw?t=4385,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=4515,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=4580,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,False,loss,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/2eRNCMMuPPw?t=4585,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,False,loss,,,,,
natural_gas,Dakota,update_tp,https://youtu.be/2eRNCMMuPPw?t=4595,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,True,profit,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=4615,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/2eRNCMMuPPw?t=4640,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,False,True,profit,,,,,
natural_gas,Dakota,recalculate_sl,https://youtu.be/2eRNCMMuPPw?t=4655,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),buy,True,True,loss,,,,,
natural_gas,Dakota,closed,https://youtu.be/2eRNCMMuPPw?t=4840,1,LIVE__Slow_Markets_with_Coach_Dakota_(4_8_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,opened,https://youtu.be/t72gA7kIyyY?t=75,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),buy,True,True,profit,,,,,
US100,Dakota,opened,https://youtu.be/t72gA7kIyyY?t=1305,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),buy,False,True,profit,,,,,
US100,Dakota,closed,https://youtu.be/t72gA7kIyyY?t=1395,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),unknown,False,False,loss,,,,,
US100,Dakota,opened,https://youtu.be/t72gA7kIyyY?t=1490,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),buy,False,True,profit,,,,,
US100,Dakota,closed,https://youtu.be/t72gA7kIyyY?t=1675,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),unknown,False,False,loss,,,,,
natural_gas,Dakota,closed,https://youtu.be/t72gA7kIyyY?t=2845,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/t72gA7kIyyY?t=3505,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),buy,True,True,profit,,,,,
XAUUSD,Dakota,closed,https://youtu.be/t72gA7kIyyY?t=3675,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/t72gA7kIyyY?t=3680,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),buy,True,True,profit,,,,,
XAUUSD,Dakota,closed,https://youtu.be/t72gA7kIyyY?t=3970,1,LIVE__Slow_Markets_with_Coach_Dakota_(8_7_25),unknown,False,False,loss,,,,,
XAUUSD,Dakota,opened,https://youtu.be/OIOecQ68qtc&t=5227s?t=1610,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_8_25),buy,False,False,profit,,,,,
XAUUSD,Dakota,recalculate_sl,https://youtu.be/OIOecQ68qtc&t=5227s?t=1615,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_8_25),buy,True,False,profit,,,,,
XAUUSD,Dakota,update_tp,https://youtu.be/OIOecQ68qtc&t=5227s?t=1620,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_8_25),buy,True,True,loss,,,,,
XTIUSD,Dakota,opened,https://youtu.be/OIOecQ68qtc&t=5227s?t=2420,1,LIVE__Slow_Markets_with_Coach_Dakota_(7_8_25),buy,False,False,loss,,,,,
